t A E T
15440.0 4.357399440573843e-05 0.00011125980036664172 6.139019230450406e-08
15450.0 5.036633631341704e-05 0.00010830449160369806 4.386386836537732e-08
15460.0 5.695988661529977e-05 0.00010492171453515138 2.6164407253032474e-08
15470.0 6.332862121631708e-05 0.00010112482066169286 8.361672004862479e-09
15480.0 6.944740335184112e-05 9.692879596683084e-05 -9.474068704681468e-09
15490.0 7.529208279867246e-05 9.235020177163184e-05 -2.7272411786262267e-08
15500.0 8.083959118842436e-05 8.740710935955707e-05 -4.4963106237815714e-08
15510.0 8.606803306556457e-05 8.211902866308885e-05 -6.247632515667253e-08
15520.0 9.095677229698282e-05 7.650683124979437e-05 -7.974293970768953e-08
15530.0 9.548651352428612e-05 7.059266794753549e-05 -9.669479639033696e-08
15540.0 9.963937832256105e-05 6.439988141976688e-05 -1.132649827893632e-07
15550.0 0.0001033989757622385 5.7952914030557056e-05 -1.293880945912114e-07
15560.0 0.00010675046710684685 5.127721137498153e-05 -1.4500049369438266e-07
15570.0 0.00010968062437542912 4.439912184716119e-05 -1.6004055245664127e-07
15580.0 0.00011217788255122524 3.7345792643582364e-05 -1.7444890617868386e-07
15590.0 0.00011423238522737062 3.0145062619557194e-05 -1.881686830188763e-07
15600.0 0.00011583602351339462 2.2825352408949217e-05 -2.0114572998577085e-07
15610.0 0.00011698246804119858 1.5415552249969456e-05 -2.1332882360193908e-07
15620.0 0.00011766719393831946 7.944907960048147e-06 -2.246698760474848e-07
15630.0 0.00011788749869549398 4.429055038124687e-07 -2.351241230433461e-07
15640.0 0.0001176425128262133 -7.060845385862906e-06 -2.446502987397091e-07
15650.0 0.00011693320329898252 -1.4536728071494367e-05 -2.5321080140202224e-07
15660.0 0.00011576236972822551 -2.1955235909940172e-05 -2.607718444129015e-07
15670.0 0.00011413463331666723 -2.9287088709208835e-05 -2.6730358023297623e-07
15680.0 0.00011205641861908268 -3.6503348294710794e-05 -2.727802288641015e-07
15690.0 0.000109535928184884 -4.357553272784536e-05 -2.771801728637408e-07
15700.0 0.00010658311018138132 -5.0475728723689594e-05 -2.804860438835981e-07
15710.0 0.00010320961912775096 -5.717670181251157e-05 -2.826847934468777e-07
15720.0 9.942876990289918e-05 -6.365200384244609e-05 -2.8376774569298553e-07
15730.0 9.52554851862443e-05 -6.987607736659313e-05 -2.8373062235733e-07
15740.0 9.070623655792654e-05 -7.582435650463825e-05 -2.8257357048634864e-07
15750.0 8.579897950045383e-05 -8.147336392460203e-05 -2.8030116178655307e-07
15760.0 8.055308250743483e-05 -8.68008034788035e-05 -2.7692235701759493e-07
15770.0 7.498925065647748e-05 -9.178564822339764e-05 -2.724505013436407e-07
15780.0 6.912944388261905e-05 -9.640822341092504e-05 -2.669032424083449e-07
15790.0 6.299679029853436e-05 -0.00010065028412842465 -2.6030247425308344e-07
15800.0 5.661549492221507e-05 -0.0001044950873268257 -2.526742560069947e-07
15810.0 5.00107441319818e-05 -0.00010792745789290497 -2.440486932122699e-07
15820.0 4.3208606257743427e-05 -0.00011093384854686669 -2.3445983187060388e-07
15830.0 3.6235928698651206e-05 -0.00011350239331305988 -2.239455239693832e-07
15840.0 2.9120231957710193e-05 -0.00011562295435809018 -2.1254727021143872e-07
15850.0 2.1889601012710824e-05 -0.00011728716199605035 -2.003100608314527e-07
15860.0 1.4572574480260152e-05 -0.00011848844772734699 -1.872821963010661e-07
15870.0 7.198031965560117e-06 -0.00011922207016611792 -1.7351510249617925e-07
15880.0 -2.0491992131705977e-07 -0.00011948513374715773 -1.5906311675500993e-07
15890.0 -7.607062435130589e-06 -0.00011927660016414204 -1.4398328624122943e-07
15900.0 -1.4979180032672465e-05 -0.00011859729245814709 -1.2833513332122324e-07
15910.0 -2.229217567960999e-05 -0.00011744989177589359 -1.1218042114296601e-07
15920.0 -2.9517185687720478e-05 -0.0001158389267878091 -9.558291810499869e-08
15930.0 -3.662569364924561e-05 -0.0001137707558087197 -7.86081351332018e-08
15940.0 -4.358964297215698e-05 -0.00011125354170319956 -6.132307187576864e-08
15950.0 -5.038154763094206e-05 -0.00010829721967084259 -4.379596002865435e-08
15960.0 -5.697460064664012e-05 -0.00010491345803673017 -2.6095979081103803e-08
15970.0 -6.334277988781815e-05 -0.00010111561218485282 -8.292992964543076e-09
15980.0 -6.946095078274629e-05 -9.691867185887288e-05 9.542724400610214e-09
15990.0 -7.530496551618252e-05 -9.233920198911325e-05 2.7340777149003834e-08
16000.0 -8.085175834824873e-05 -8.73952773185764e-05 4.5030909800710187e-08
16010.0 -8.607943664377482e-05 -8.210641106416733e-05 6.25432984390612e-08
16020.0 -9.096736728449943e-05 -7.649347789135687e-05 7.980881912441175e-08
16030.0 -9.549625810633411e-05 -7.057863153705793e-05 9.675932129555838e-08
16040.0 -9.964823403891328e-05 -6.438521735740162e-05 1.1332789980454823e-07
16050.0 -0.00010340690766243479 -5.793768019483028e-05 1.2944915523779485e-07
16060.0 -0.00010675744388455771 -5.1261467893229975e-05 1.4505945523537318e-07
16070.0 -0.00010968661849253787 -4.438293085727205e-05 1.6009718301708466e-07
16080.0 -0.00011218287034960944 -3.7329218053783554e-05 1.7450298276722783e-07
16090.0 -0.00011423634702480251 -3.012816984681113e-05 1.88219992944633e-07
16100.0 -0.00011583894367488441 -2.2808208128635612e-05 2.0119406900856462e-07
16110.0 -0.00011698433504068274 -1.53982241309077e-05 2.1337400209081874e-07
16120.0 -0.00011766800040885765 -7.927464396226573e-06 2.2471171491801481e-07
16130.0 -0.00011788724145177243 -4.2541534538901964e-07 2.3516245652410424e-07
16140.0 -0.00011764119288632164 7.07831310657527e-06 2.4468497786874367e-07
16150.0 -0.00011693082587557605 1.4554104409929443e-05 2.5324168847389375e-07
16160.0 -0.00011575894420473446 2.1972452280493967e-05 2.607988156151913e-07
16170.0 -0.00011413017321285134 2.930407715724605e-05 2.6732652968911377e-07
16180.0 -0.0001120509415408785 3.652004176952681e-05 2.7279906804594366e-07
16190.0 -0.00010952945575280477 4.359186534126213e-05 2.7719482634518556e-07
16200.0 -0.00010657566794060997 5.049163600688816e-05 2.8049645372932655e-07
16210.0 -0.00010320123645688514 5.719212098089584e-05 2.8269092075712543e-07
16220.0 -9.941947988266215e-05 6.366687403583328e-05 2.8376955942465906e-07
16230.0 -9.524532448576691e-05 6.989033989018975e-05 2.8372812239528707e-07
16240.0 -9.069524528663411e-05 7.583795506933735e-05 2.8256676541920517e-07
16250.0 -8.57872010341502e-05 8.14862448490774e-05 2.802900733525626e-07
16260.0 -8.054056333974707e-05 8.681291592345603e-05 2.769070391874743e-07
16270.0 -7.49760401995397e-05 9.179694438493007e-05 2.724310052509664e-07
16280.0 -6.911559427591756e-05 9.641865869879584e-05 2.66879646585675e-07
16290.0 -6.298235620977744e-05 0.00010065981735365981 2.6027487701966567e-07
16300.0 -5.66005333200541e-05 0.00010450368086022978 2.5264276064306066e-07
16310.0 -4.999531406752497e-05 0.00010793507781336456 2.440134254759474e-07
16320.0 -4.319276863580187e-05 0.00011094046478058567 2.3442093396389835e-07
16330.0 -3.6219746029343214e-05 0.00011350797974867802 2.239031468130202e-07
16340.0 -2.9103768109807362e-05 0.00011562748893846598 2.125015815555636e-07
16350.0 -2.1872920970559184e-05 0.00011729062682345977 2.0026124063573679e-07
16360.0 -1.4555744076343534e-05 0.00011849082912500689 1.872304351699318e-07
16370.0 -7.181117629320331e-06 0.00011922335873412607 1.7346060865962559e-07
16380.0 2.2185142707322391e-07 0.00011948532440306364 1.5900610662506246e-07
16390.0 7.62394428500678e-06 0.00011927569214947159 1.439239803159803e-07
16400.0 1.4995945596185908e-05 0.00011859528935739953 1.2827376707310776e-07
16410.0 2.230875878481973e-05 0.0001174468014926342 1.1211723670469373e-07
16420.0 2.9533520883293776e-05 0.00011583476151936185 9.551816512550393e-08
16430.0 3.664171645936448e-05 0.00011376553199318489 7.854206944115445e-08
16440.0 4.360529015742326e-05 0.00011124727995751702 6.12559555108398e-08
16450.0 5.039675743477557e-05 0.00010828994471240525 4.3728057046697483e-08
16460.0 5.698931303697044e-05 0.0001049051985766513 2.6027556261284945e-08
16470.0 6.335693679601715e-05 0.00010110640082442118 8.224320751770015e-09
16480.0 6.947449633298657e-05 9.690854495176691e-05 -9.611374803572374e-09
16490.0 7.531784624762404e-05 9.232819950582286e-05 -2.7409133610662405e-08
16500.0 8.08639234205808e-05 8.738344268537568e-05 -4.5098702745037e-08
16510.0 8.6090838042825e-05 8.209379098891352e-05 -6.261026230428663e-08
16520.0 9.097796001361543e-05 7.64801221902748e-05 -7.987468719631349e-08
16530.0 9.550600035596475e-05 7.056459292109204e-05 -9.68238346268674e-08
16540.0 9.965708735787426e-05 6.437055123613964e-05 -1.1339080387834377e-07
16550.0 0.0001034148371075788 5.7922444454550765e-05 -1.2951020204545914e-07
16560.0 0.00010676441816032413 5.124572266819116e-05 -1.451184034733318e-07
16570.0 0.00010969261007388889 4.436673829579982e-05 -1.6015379881153472e-07
16580.0 0.0001121878555887138 3.731264206499488e-05 -1.7455704461369868e-07
16590.0 0.00011424030624485453 3.0111275857486495e-05 -1.8827128552782719e-07
16600.0 0.00011584186125339281 2.2791062819096095e-05 -2.0124239219905223e-07
16610.0 0.00011698619946373521 1.5380895173006527e-05 -2.1341916291753e-07
16620.0 0.0001176688043141889 7.91002018542676e-06 -2.2475353621460338e-07
16630.0 0.00011788698166923536 4.0792473330979444e-07 -2.3520077479198803e-07
16640.0 0.00011763987044246388 -7.095781080932286e-06 -2.44719638379208e-07
16650.0 0.00011692844599271767 -1.4571480802181604e-05 -2.5327255719336667e-07
16660.0 0.00011575551628029363 -2.198966850716546e-05 -2.608257705817704e-07
16670.0 0.00011412571077757305 -2.9321065267456708e-05 -2.6734946420808956e-07
16680.0 0.00011204546220413029 -3.653673470804125e-05 -2.728178889521487e-07
16690.0 0.00010952298113832458 -4.3608197217406895e-05 -2.772094601113896e-07
16700.0 0.0001065682236063431 -5.0507542361565906e-05 -2.8050684574448294e-07
16710.0 0.00010319285178587664 -5.7207539033676726e-05 -2.8269702846803364e-07
16720.0 9.941018797676965e-05 -6.36817429321494e-05 -2.837713619552231e-07
16730.0 9.523516201795476e-05 -6.990460094270779e-05 -2.8372560680186773e-07
16740.0 9.068425236309933e-05 -7.585155198228241e-05 -2.825599419965189e-07
16750.0 8.577542104809001e-05 -8.149912395775179e-05 -2.8027897356328914e-07
16760.0 8.052804278472288e-05 -8.68250263959694e-05 -2.7689170263600106e-07
16770.0 7.496282849498164e-05 -9.180823841759055e-05 -2.7241149653904617e-07
16780.0 6.910174356978389e-05 -9.642909171660391e-05 -2.6685604205187435e-07
16790.0 6.296792116717328e-05 -0.00010066934817519848 -2.6024726429191465e-07
16800.0 5.6585570915574854e-05 -0.00010451227186618524 -2.526112530907426e-07
16810.0 4.997988335800807e-05 -0.00010794269509533587 -2.4397814903814354e-07
16820.0 4.31769305245009e-05 -0.0001109470782691143 -2.3438202564440673e-07
16830.0 3.620356302879509e-05 -0.0001135135633385919 -2.2386076115976476e-07
16840.0 2.9087304096466014e-05 -0.00011563202059548545 -2.1245588469433804e-07
16850.0 2.185624092498141e-05 -0.00011729408866155107 -2.0021241200959003e-07
16860.0 1.4538913833408984e-05 -0.00011849320747667056 -1.8717867328300018e-07
16870.0 7.164203615125074e-06 -0.00011922464420919046 -1.7340611043877518e-07
16880.0 -2.387824549053184e-07 -0.00011948551192215363 -1.5894908817668224e-07
16890.0 -7.640825498169538e-06 -0.00011927478097590477 -1.438646724522692e-07
16900.0 -1.5012710366389489e-05 -0.00011859328308981194 -1.2821239974472034e-07
16910.0 -2.232534094316842e-05 -0.00011744370804965712 -1.1205405438408512e-07
16920.0 -2.9549854982151874e-05 -0.00011583059310529369 -9.545341431409164e-08
16930.0 -3.6657738030688915e-05 -0.0001137603050583017 -7.847600552367501e-08
16940.0 -4.362093596376444e-05 -0.00011124101513505617 -6.118884128932444e-08
16950.0 -5.041196572418583e-05 -0.00010828266672917948 -4.3660157261077043e-08
16960.0 -5.700402378404145e-05 -0.00010489693615685196 -2.5959138195313144e-08
16970.0 -6.337109193944054e-05 -0.00010109718657606029 -8.155656164353462e-09
16980.0 -6.948804000337305e-05 -9.689841524254027e-05 9.68001723960013e-09
16990.0 -7.533072499054652e-05 -9.231719432040017e-05 2.7477482474774252e-08
17000.0 -8.087608640691387e-05 -8.737160546031067e-05 4.516648781642974e-08
17010.0 -8.610223726651217e-05 -8.208116844542749e-05 6.267721331060325e-08
17020.0 -9.098855048010179e-05 -7.646676414373572e-05 7.994054448956511e-08
17030.0 -9.551574026733198e-05 -7.05505520968353e-05 9.688833685350673e-08
17040.0 -9.966593827511418e-05 -6.435588305513709e-05 1.1345369609945142e-07
17050.0 -0.00010342276409995509 -5.790720681023354e-05 1.2957123474213728e-07
17060.0 -0.00010677138993885749 -5.1229975704693845e-05 1.451773361976228e-07
17070.0 -0.00010969859912025672 -4.4350544162545286e-05 1.602104008122091e-07
17080.0 -0.00011219283826708397 -3.7296064680328466e-05 1.7461109045435036e-07
17090.0 -0.00011424426289105414 -3.0094380653934873e-05 1.8832256305026734e-07
17100.0 -0.00011584477624931164 -2.2773916479580073e-05 2.0129069705639938e-07
17110.0 -0.0001169880613042451 -1.5363565374052596e-05 2.134643085360832e-07
17120.0 -0.00011766960565801749 -7.892575329216463e-06 2.2479534331920235e-07
17130.0 -0.00011788671935464745 -3.904336720471271e-07 2.352390747663454e-07
17140.0 -0.00011763854550381713 7.113249309388561e-06 2.4475428190466955e-07
17150.0 -0.00011692606365702838 1.4588857250012136e-05 2.533034063968752e-07
17160.0 -0.00011575208594837331 2.200688458911396e-05 2.608527051045249e-07
17170.0 -0.00011412124599405023 2.9338053029733446e-05 2.6737238029573684e-07
17180.0 -0.0001120399805969413 3.655342710355211e-05 2.728366946945938e-07
17190.0 -0.00010951650434391433 4.362452836268631e-05 2.7722408076492726e-07
17200.0 -0.0001065607771859301 5.052344779593533e-05 2.80517220816812e-07
17210.0 -0.00010318446512923058 5.722295597471508e-05 2.827031182223855e-07
17220.0 -9.940089418490356e-05 6.369661052751203e-05 2.8377314410950837e-07
17230.0 -9.52249977765429e-05 6.991886051155175e-05 2.837230739483835e-07
17240.0 -9.067325779477239e-05 7.586514724542976e-05 2.8255310816831074e-07
17250.0 -8.576363954351687e-05 8.151200125457723e-05 2.802678587103275e-07
17260.0 -8.051552084396688e-05 8.683713489454029e-05 2.768763513586771e-07
17270.0 -7.49496155429991e-05 9.18195303252899e-05 2.7239197275714944e-07
17280.0 -6.908789175617109e-05 9.643952246246568e-05 2.6683242046162195e-07
17290.0 -6.29534851690019e-05 0.00010067887659161428 2.602196428034848e-07
17300.0 -5.657060770991335e-05 0.00010452086034199034 2.525797367721079e-07
17310.0 -4.9964452004241e-05 0.00010795030973359597 2.4394286222116385e-07
17320.0 -4.31610919272668e-05 0.00011095368900736733 2.3434310520375166e-07
17330.0 -3.6187379705705596e-05 0.00011351914410504958 2.2381837230670346e-07
17340.0 -2.9070839913848288e-05 0.00011563654931001372 2.1241016585525022e-07
17350.0 -2.1839560875140337e-05 0.00011729754755413944 2.0016360699817975e-07
17360.0 -1.452208374332092e-05 0.00011849558266372931 1.8712684188537361e-07
17370.0 -7.147289922644368e-06 0.00011922592679111519 1.733517326795624e-07
17380.0 2.557129872510027e-07 0.0001194856959172381 1.588918296863476e-07
17390.0 7.657706114067483e-06 0.0001192738673749602 1.438058044407973e-07
17400.0 1.5029474229159978e-05 0.00011859127242187587 1.2815025706020813e-07
17410.0 2.2341922417043526e-05 0.00011744061345219116 1.1199214426371718e-07
17420.0 2.9566187453419216e-05 0.00011582641844844049 9.538668707639354e-08
17430.0 3.6673759343345695e-05 0.00011375507945126216 7.841279604389685e-08
17440.0 4.363657870414084e-05 0.00011123474137375613 6.111799802762047e-08
17450.0 5.0427175216903944e-05 0.00010827539256383749 4.359645911091543e-08
17460.0 5.7018728549048064e-05 0.00010488866424529796 2.5887201139554276e-08
17470.0 6.338527648128167e-05 0.00010108786444182073 7.996717170171905e-09
17480.0 6.950172319986894e-05 9.688830647817986e-05 -9.724409622273618e-09
17490.0 7.534372166739312e-05 9.23061594041392e-05 -2.7513344540370036e-08
17500.0 8.088832064929367e-05 8.735973510331824e-05 -4.5174839933713115e-08
17510.0 8.611360404879446e-05 8.206848256248707e-05 -6.270595590349018e-08
17520.0 9.099906432492795e-05 7.645325217677863e-05 -8.007198264023884e-08
17530.0 9.552545564693536e-05 7.053649608280079e-05 -9.694538220979265e-08
17540.0 9.967475372635852e-05 6.434118553232697e-05 -1.1351695346399431e-07
17550.0 0.0001034306548492018 5.7891947534505046e-05 -1.2963306116120304e-07
17560.0 0.00010677832355877783 5.121421225918587e-05 -1.452342741628094e-07
17570.0 0.00010970454681678943 4.433433554757005e-05 -1.6026807955924155e-07
17580.0 0.00011219777893300407 3.727947954973016e-05 -1.7466369392070587e-07
17590.0 0.00011424817509492937 3.0077480495704494e-05 -1.8837425046965367e-07
17600.0 0.00011584764624408855 2.275677105850846e-05 -2.0133822454408213e-07
17610.0 0.0001169898768329499 1.5346240430830205e-05 -2.1350943232002436e-07
17620.0 0.00011767036035297088 7.875140509768603e-06 -2.248367199556402e-07
17630.0 0.00011788640998967902 3.7295712712734005e-07 -2.3527720267695063e-07
17640.0 0.00011763717365849684 -7.1306982020504775e-06 -2.447886570461832e-07
17650.0 0.00011692363478025907 -1.4606209801112805e-05 -2.533340749905164e-07
17660.0 0.00011574860983166297 -2.202407220901095e-05 -2.608794521450882e-07
17670.0 0.00011411673647330253 -2.9355007940072867e-05 -2.6739514491828063e-07
17680.0 0.00011203445563639993 -3.6570082381148e-05 -2.728553682217281e-07
17690.0 0.00010950998589441627 -4.364081831642228e-05 -2.7723860090229837e-07
17700.0 0.00010655329112923672 -5.053930816404392e-05 -2.805275225671502e-07
17710.0 0.0001031760411547818 -5.723832421386272e-05 -2.827091628849858e-07
17720.0 9.939156568883616e-05 -6.371142604501908e-05 -2.8377490776340143e-07
17730.0 9.521480172009758e-05 -6.993306490449334e-05 -2.837205524282814e-07
17740.0 9.066223456099349e-05 -7.587868453636773e-05 -2.8254630794581626e-07
17750.0 8.575183278205123e-05 -8.152481810598327e-05 -2.802568101550277e-07
17760.0 8.050297728626741e-05 -8.684918082319524e-05 -2.7686109412613374e-07
17770.0 7.49363848283292e-05 -9.183075789996153e-05 -2.72372571626274e-07
17780.0 6.907402622851255e-05 -9.644988748950438e-05 -2.668089504065125e-07
17790.0 6.293903966790321e-05 -0.00010068833828896849 -2.601921933454137e-07
17800.0 5.655563936714757e-05 -0.00010452938150261836 -2.525484213313075e-07
17810.0 4.994902000262562e-05 -0.00010795785686494076 -2.439077998598379e-07
17820.0 4.314525728017543e-05 -0.00011096023248102402 -2.3430444335615676e-07
17830.0 3.617120499740619e-05 -0.00011352465822747116 -2.2377624623399952e-07
17840.0 2.905438907406055e-05 -0.00011564101252669462 -2.1236477410542954e-07
17850.0 2.1822898903521614e-05 -0.00011730094230671582 -2.0011506694431322e-07
17860.0 1.4505276482310188e-05 -0.00011849789595715695 -1.8707547533953692e-07
17870.0 7.13040375692009e-06 -0.0001192271491913578 -1.7329746889059778e-07
17880.0 -2.726113634201753e-07 -0.0001194858236930235 -1.5883543023002117e-07
17890.0 -7.67454989830355e-06 -0.00011927289847977975 -1.4374644911038304e-07
17900.0 -1.504619711572281e-05 -0.00011858921393046668 -1.2809007579518033e-07
17910.0 -2.2358457844120748e-05 -0.0001174374684678555 -1.1192811331128837e-07
17920.0 -2.95824713151853e-05 -0.00011582220790593654 -9.53243541456488e-08
17930.0 -3.668972505450614e-05 -0.00011374980751482452 -7.834433596385759e-08
17940.0 -4.365216743610863e-05 -0.00011122844685224713 -6.105508325892945e-08
17950.0 -5.044231838822029e-05 -0.00010826807748554236 -4.352483450964593e-08
17960.0 -5.703337786384786e-05 -0.00010488038370712777 -2.5822790964444113e-08
17970.0 -6.33993316098623e-05 -0.0001010787364186157 -8.018819137997277e-09
17980.0 -6.951505384695492e-05 -9.68781403618407e-05 9.816802563011005e-09
17990.0 -7.535640643580282e-05 -9.229517489027668e-05 2.7613678900439455e-08
18000.0 -8.09003341509367e-05 -8.734792854512392e-05 4.530155449161341e-08
18010.0 -8.61249556737337e-05 -8.205592764226502e-05 6.281061864913708e-08
18020.0 -9.100964995961138e-05 -7.644005921564947e-05 8.007175935807135e-08
18030.0 -9.553513762620131e-05 -7.052248857494653e-05 9.701684455684602e-08
18040.0 -9.968355704410991e-05 -6.43265718255904e-05 1.1357899125090279e-07
18050.0 -0.00010343853483666253 -5.787676368163757e-05 1.2969281908093919e-07
18060.0 -0.00010678525050450209 -5.1198520938857176e-05 1.452947332129106e-07
18070.0 -0.00010971049492444212 -4.431820200793526e-05 1.6032314502438224e-07
18080.0 -0.00011220272247760592 -3.726296287618122e-05 1.747187393950965e-07
18090.0 -0.00011425209661769685 -3.0060649929857593e-05 1.884246871097408e-07
18100.0 -0.0001158505287013638 -2.2739690036012786e-05 2.0138689744696203e-07
18110.0 -0.00011699170991414049 -1.53289783567526e-05 2.1355420135399047e-07
18120.0 -0.0001176711361621972 -7.857764296862347e-06 2.2487857834403192e-07
18130.0 -0.00011788612585332233 -3.5553606083814013e-07 2.353153208173222e-07
18140.0 -0.00011763583048001 7.1480957391534825e-06 2.448232383854944e-07
18150.0 -0.00011692123797661126 1.462351494673289e-05 2.5336480183335303e-07
18160.0 -0.00011574516880861758 2.2041216759741654e-05 2.6090629669933696e-07
18170.0 -0.00011411226484834137 2.937192417618701e-05 2.674179583075876e-07
18180.0 -0.00011202897103943258 3.658670355659039e-05 2.728740748623483e-07
18190.0 -0.00010950350997616432 4.365707881269769e-05 2.772531185128279e-07
18200.0 -0.0001065458494501955 5.0555143809647004e-05 2.805378024398064e-07
18210.0 -0.0001031676630917583 5.7253672505337065e-05 2.827151619039757e-07
18220.0 -9.938228431018506e-05 6.372622640215923e-05 2.8377660232369213e-07
18230.0 -9.520465365970903e-05 6.994725890951807e-05 2.837179331918564e-07
18240.0 -9.065125986902449e-05 7.589221615874741e-05 2.825393845818074e-07
18250.0 -8.574007477805284e-05 8.153763394192816e-05 2.8024561480807786e-07
18260.0 -8.049048238206757e-05 8.686123029007958e-05 2.7684567277096866e-07
18270.0 -7.492320233488644e-05 9.184199343565086e-05 2.723529752858816e-07
18280.0 -6.906020817971665e-05 9.646026474252514e-05 2.6678526352603895e-07
18290.0 -6.292464060425086e-05 0.00010069781630108702 2.6016450887871544e-07
18300.0 -5.654071612033089e-05 0.00010453792286662484 2.5251684765328214e-07
18310.0 -4.9933631476361596e-05 0.00010796542786774103 2.438724648384707e-07
18320.0 -4.31294642062335e-05 0.00011096680323555174 2.342654778924886e-07
18330.0 -3.6155069712750826e-05 0.0001135302027967446 2.2373381295033318e-07
18340.0 -2.9037975265972025e-05 0.0001156455090313545 2.1231903655642747e-07
18350.0 -2.1806271355452242e-05 0.0001173043729943484 2.0006620681146817e-07
18360.0 -1.4488500821341322e-05 0.0001185002472850832 1.8702368423232675e-07
18370.0 -7.113546195467596e-06 0.00011922841187778511 1.7324295156683693e-07
18380.0 2.894842905911874e-07 0.00011948599275333731 1.5877840443682175e-07
18390.0 7.691371592296021e-06 0.00011927197324726704 1.4368713521439465e-07
18400.0 1.5062901184657076e-05 0.00011858719805582366 1.2802871307715936e-07
18410.0 2.2374978361894456e-05 0.00011743436990538998 1.1186494023609182e-07
18420.0 2.9598743073278558e-05 0.00011581803888599879 9.525962144886279e-08
18430.0 3.670568382943117e-05 0.0001137445844896229 7.82782995882033e-08
18440.0 4.366775024099983e-05 0.00011122219043788165 6.098800338296025e-08
18450.0 5.045746371940712e-05 0.00010826081237637914 4.3456976898460006e-08
18460.0 5.7048025945098365e-05 0.00010487213857380894 2.5754419261288242e-08
18470.0 6.341342462597372e-05 0.00010106954380397967 7.950206677611715e-09
18480.0 6.952853617535153e-05 9.686803654898179e-05 -9.885385943955889e-09
18490.0 7.536922486493553e-05 9.228419976015561e-05 -2.768195681750532e-08
18500.0 8.091243808447412e-05 8.733612541434149e-05 -4.536926529689206e-08
18510.0 8.613629734173517e-05 8.204334309417667e-05 -6.287749291275079e-08
18520.0 9.102018459728752e-05 7.642674292179482e-05 -8.013753208870348e-08
18530.0 9.554482365572829e-05 7.050849309715162e-05 -9.708125624197875e-08
18540.0 9.969235623392061e-05 6.431195240233506e-05 -1.136417865887343e-07
18550.0 0.00010344641246073024 5.786157801481958e-05 -1.2975375353481942e-07
18560.0 0.00010679217547350141 5.118282896469055e-05 -1.4535356534483762e-07
18570.0 0.00010971643990489755 4.430206566156895e-05 -1.603796396907627e-07
18580.0 0.00011220766400285183 3.724644584930282e-05 -1.747726732925786e-07
18590.0 0.00011425601518754111 3.0043817411171e-05 -1.8847585375946112e-07
18600.0 0.0001158534088526662 2.272260846572006e-05 -2.0143508815431384e-07
18610.0 0.00011699354028080195 1.5311715153941603e-05 -2.1359923330237555e-07
18620.0 0.00011767190951795679 7.84038760055783e-06 -2.2492026128428022e-07
18630.0 0.00011788583914356114 3.38114456770568e-07 -2.3535350055181549e-07
18640.0 0.00011763448484313497 -7.165493486495432e-06 -2.4485776208449817e-07
18650.0 0.00011691883872334981 -1.4640820172105587e-05 -2.5339553478447626e-07
18660.0 0.00011574172541494094 -2.205836115760809e-05 -2.6093311606431666e-07
18670.0 0.00011410779089530434 -2.9388840077392616e-05 -2.674407513337347e-07
18680.0 0.00011202348419101643 -3.66033241928855e-05 -2.7289276301027416e-07
18690.0 0.00010949703188978342 -4.367333858411868e-05 -2.772676210564167e-07
18700.0 0.00010653840569714969 -5.057097854201521e-05 -2.8054806816015486e-07
18710.0 0.00010315928305701838 -5.726901969300177e-05 -2.827211436587807e-07
18720.0 9.937300106177137e-05 -6.374102546996075e-05 -2.837782774941112e-07
18730.0 9.519450384154666e-05 -6.996145144524924e-05 -2.8371529875318227e-07
18740.0 9.064028354319772e-05 -7.590574614903451e-05 -2.8253244905153234e-07
18750.0 8.572831526681784e-05 -8.155044797732115e-05 -2.8023440483762596e-07
18760.0 8.04779860993567e-05 -8.68732777927955e-05 -2.7683023172669213e-07
18770.0 7.491001860591203e-05 -9.185322685458755e-05 -2.72333367748066e-07
18780.0 6.904638903865797e-05 -9.64706397435334e-05 -2.667615650465537e-07
18790.0 6.291024059796712e-05 -0.00010070729193082653 -2.601368130367848e-07
18800.0 5.652579208398432e-05 -0.00010454646172152252 -2.5248526229091836e-07
18810.0 4.9918242307391415e-05 -0.0001079729962440313 -2.438371146127943e-07
18820.0 4.3113670650212345e-05 -0.00011097337125950924 -2.342265063424347e-07
18830.0 3.613893410796536e-05 -0.00011353574454696196 -2.2369137171415233e-07
18840.0 2.9021561298698444e-05 -0.0001156500026297299 -2.1227329123494265e-07
18850.0 2.178964380848041e-05 -0.00011730780070686624 -2.000173394924227e-07
18860.0 1.4471725319650808e-05 -0.00011850259557933768 -1.8697188747642327e-07
18870.0 7.096688954277418e-06 -0.00011922967148390374 -1.7318843189575127e-07
18880.0 -3.063567353574746e-07 -0.00011948615870415821 -1.587213744030637e-07
18890.0 -7.708192650203537e-06 -0.00011927104488279459 -1.4362781939313425e-07
18900.0 -1.5079604464775158e-05 -0.00011858517903685227 -1.279673476546774e-07
18910.0 -2.239149793459797e-05 -0.00011743126819893932 -1.118017673777357e-07
18920.0 -2.9615013737923485e-05 -0.00011581386673427235 -9.519489162250204e-08
18930.0 -3.672164136797848e-05 -0.00011373935836641572 -7.821226383234673e-08
18940.0 -4.3683331672927955e-05 -0.00011121593096517053 -6.092092542304734e-08
18950.0 -5.047260754501118e-05 -0.00010825354425638036 -4.338912196156716e-08
18960.0 -5.7062672392225045e-05 -0.00010486389049356286 -2.5686054926966646e-08
